UF;MUNICIPIO;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
RS;INDEPENDENCIA;2973;0;365;45;664;154;0;1;14;795;88;58;0;62;53;0;2;0;2;0;34
RS;INHACORA;830;0;88;14;146;30;0;0;8;248;6;10;0;8;12;0;0;0;2;0;5
RS;IPE;2647;0;368;54;868;164;0;0;30;413;34;34;1;78;59;0;10;0;9;1;53
RS;IPIRANGA DO SUL;871;0;166;18;321;65;0;0;11;224;26;11;0;23;31;0;5;0;2;0;16
RS;IRAI;2635;0;172;72;422;139;0;0;12;1077;149;26;0;94;114;1;0;0;1;0;20
RS;ITAARA;1929;0;154;27;360;144;0;1;8;502;41;22;0;104;32;0;2;0;17;3;38
RS;ITACURUBI;931;0;85;10;186;36;0;3;14;382;13;11;0;24;11;0;1;0;2;0;1
RS;ITAPUCA;804;0;87;2;171;34;0;0;7;201;9;13;0;10;6;0;0;0;0;0;1
RS;ITAQUI;10796;0;760;476;2059;564;0;23;37;4186;770;120;1;543;641;4;11;0;18;11;187
RS;ITATI;824;0;87;17;186;61;0;0;5;326;38;11;0;83;19;0;8;0;1;0;9
RS;ITATIBA DO SUL;1112;0;88;12;227;56;0;0;13;475;17;13;0;15;19;0;2;0;0;0;10
RS;IVORA;670;0;96;3;243;24;0;0;6;187;9;9;0;22;5;0;0;0;3;0;6
RS;IVOTI;10708;0;622;85;1102;878;0;8;51;1851;414;126;0;710;91;0;39;0;21;6;318
RS;JABOTICABA;1307;0;124;12;283;52;0;0;4;699;71;33;0;22;20;0;2;0;0;0;16
RS;JACUIZINHO;771;0;90;6;200;26;0;0;6;327;11;20;0;19;7;0;1;0;0;0;4
RS;JACUTINGA;1767;0;161;20;479;79;0;0;9;330;53;7;0;23;22;0;0;0;0;0;33
RS;JAGUARAO;13022;0;398;384;1938;788;0;21;36;3075;731;76;0;652;462;5;29;0;8;7;231
RS;JAGUARI;4027;0;371;25;1128;211;0;6;37;1377;104;59;0;225;40;0;6;0;3;1;33
RS;JAQUIRANA;1463;0;179;29;340;73;0;2;18;154;9;23;0;43;24;0;5;0;2;1;19
RS;JARI;1043;0;127;12;288;47;0;0;10;558;7;17;0;28;9;0;2;0;1;0;12
RS;JOIA;2969;0;438;99;791;121;0;3;20;1177;27;58;0;93;125;0;3;0;3;0;38
RS;JULIO DE CASTILHOS;6962;0;788;348;2120;496;0;10;36;1499;167;92;0;331;588;0;9;0;19;3;117
RS;LAGOA BONITA DO SUL;943;0;78;9;186;24;0;1;13;329;4;15;0;11;15;0;0;0;2;0;3
RS;LAGOA DOS TRES CANTOS;739;0;133;9;269;61;0;0;8;193;27;6;0;41;14;0;1;0;0;0;14
RS;LAGOA VERMELHA;13062;0;801;132;2825;810;0;12;71;1843;221;88;0;324;154;0;13;0;3;2;279
RS;LAGOAO;1658;0;125;1;320;96;1;0;9;798;21;51;0;15;2;0;5;0;1;0;22
RS;LAJEADO;41318;0;2454;1187;5421;3798;0;160;196;9945;4657;326;0;2400;1422;7;153;0;156;18;1509
RS;LAJEADO DO BUGRE;820;0;36;7;85;12;0;0;9;322;21;16;0;8;11;0;0;0;1;0;1
RS;LAVRAS DO SUL;2393;0;125;9;563;138;0;0;13;614;23;38;0;130;17;0;3;0;5;1;20
RS;LIBERATO SALZANO;1729;0;180;37;321;42;0;0;11;774;72;32;0;15;51;0;1;0;2;1;16
RS;LINDOLFO COLLOR;2512;0;162;11;221;152;0;1;15;557;98;20;0;134;17;0;3;0;8;0;26
RS;LINHA NOVA;716;0;89;2;137;50;0;1;7;199;23;4;0;31;5;0;3;0;4;0;6
RS;MACAMBARA;743;0;62;35;180;47;0;3;5;256;12;44;0;27;43;0;3;0;4;1;6
RS;MACHADINHO;2185;0;177;37;458;112;0;0;15;610;89;28;0;43;66;0;5;0;0;0;23
RS;MAMPITUBA;297;0;39;0;72;17;0;1;7;321;11;11;0;7;1;0;1;0;0;0;2
RS;MANOEL VIANA;2345;0;231;78;593;143;1;2;9;576;65;19;0;213;103;2;4;0;4;0;37
RS;MAQUINE;2651;0;303;36;452;165;1;1;17;835;114;21;0;216;33;0;2;0;4;0;26
RS;MARATA;1054;0;145;6;193;47;0;0;10;478;110;19;0;46;6;0;1;0;6;0;10
RS;MARAU;20506;0;1286;565;3990;1505;1;11;124;3415;995;220;0;626;631;4;59;0;44;1;481
RS;MARCELINO RAMOS;1767;0;149;43;344;90;0;0;21;447;36;37;0;43;37;0;0;0;1;0;15
RS;MARIANA PIMENTEL;1609;0;167;2;238;66;0;3;11;641;15;35;0;68;3;0;3;0;3;0;5
RS;MARIANO MORO;951;0;90;38;192;31;0;0;11;173;5;23;0;20;56;0;0;0;0;0;5
RS;MARQUES DE SOUZA;1452;0;141;21;270;102;0;5;12;601;92;20;0;90;32;0;9;0;28;0;28
RS;MATA;1581;0;134;39;372;70;0;1;9;620;15;31;0;88;61;0;1;0;1;0;15
RS;MATO CASTELHANO;937;0;165;24;328;68;0;1;22;332;13;23;0;49;27;0;1;0;1;0;12
RS;MATO LEITAO;1951;0;183;107;285;138;0;1;13;771;153;16;0;120;158;0;11;0;12;0;22
RS;MATO QUEIMADO;675;0;117;45;188;15;0;0;8;332;52;9;0;28;44;0;6;0;2;0;6
RS;MAXIMILIANO DE ALMEIDA;2180;0;196;131;425;96;0;0;22;479;65;51;0;74;209;0;1;0;1;0;27
RS;MINAS DO LEAO;2967;0;129;59;343;128;0;2;18;500;46;48;0;111;68;0;0;0;2;1;11
RS;MIRAGUAI;1901;0;143;43;273;78;0;2;9;928;99;35;0;30;58;0;3;0;1;0;4
RS;MONTAURI;712;0;107;42;244;38;0;0;3;126;3;5;0;11;44;0;3;0;0;1;20
RS;MONTE ALEGRE DOS CAMPOS;779;0;139;4;250;35;0;0;6;345;4;28;0;16;4;0;0;0;3;0;3
RS;MONTE BELO DO SUL;1117;0;315;23;283;68;0;0;7;251;57;23;0;27;33;0;4;0;2;0;14
RS;MONTENEGRO;28760;0;1608;355;2794;1713;0;60;154;8090;2657;206;0;2066;457;2;62;0;118;12;416
RS;MORMACO;1058;0;127;7;263;49;0;0;7;257;13;15;0;20;9;0;4;0;1;0;5
RS;MORRINHOS DO SUL;912;0;188;26;141;46;0;0;3;738;86;7;0;79;27;0;0;0;4;1;7
RS;MORRO REDONDO;2824;0;277;43;478;121;0;7;10;1682;154;30;0;226;64;0;7;0;2;0;27
RS;MORRO REUTER;2842;0;243;12;420;193;0;2;13;548;72;27;0;240;10;0;6;0;16;0;87
RS;MOSTARDAS;4182;0;379;67;724;264;0;0;36;1000;66;100;0;353;73;0;9;0;18;2;124
RS;MUCUM;2274;0;103;28;354;159;0;1;13;503;116;25;0;88;25;0;1;0;4;1;47
RS;MUITOS CAPOES;773;0;140;39;353;33;0;0;9;180;9;10;0;54;47;0;0;0;1;0;14
RS;MULITERNO;696;0;128;20;213;32;0;0;4;211;16;12;0;11;15;0;1;0;1;0;6
RS;NAO-ME-TOQUE;8177;0;645;222;1745;719;0;2;43;1977;520;87;0;374;257;2;14;0;2;2;219
RS;NICOLAU VERGUEIRO;763;0;127;11;239;46;0;0;5;221;9;18;0;32;14;0;6;0;0;0;18
RS;NONOAI;4763;0;278;69;832;232;0;4;23;831;106;62;0;151;82;0;0;0;3;0;63
RS;NOVA ALVORADA;1533;0;242;21;361;76;0;0;6;296;21;16;0;50;20;0;2;0;0;0;38
RS;NOVA ARACA;2223;0;149;46;451;129;0;2;19;338;44;49;0;43;40;1;8;0;3;0;45
RS;NOVA BASSANO;4556;0;527;180;1123;376;0;3;31;916;138;62;1;106;181;1;11;0;8;2;112
RS;NOVA BOA VISTA;970;0;119;13;205;65;0;0;12;402;26;11;0;7;16;0;0;0;0;0;8
RS;NOVA BRESCIA;1362;0;173;17;268;84;0;1;11;452;50;18;0;43;24;0;2;0;2;0;31
RS;NOVA CANDELARIA;1175;0;128;21;246;82;0;0;15;788;145;12;0;44;27;0;0;0;3;1;25
RS;NOVA ESPERANCA DO SUL;1788;0;123;19;461;68;0;4;15;629;38;41;0;65;22;0;2;0;2;1;8
RS;NOVA HARTZ;7939;0;200;30;696;494;1;32;29;1953;569;138;0;340;24;2;17;1;21;0;119
RS;NOVA PADUA;979;0;375;14;317;70;0;0;9;198;15;6;0;31;11;0;2;0;1;0;33
RS;NOVA PALMA;2150;0;370;92;881;119;0;0;18;831;37;40;0;70;114;0;0;0;12;3;41
RS;NOVA PETROPOLIS;11069;0;611;149;1452;1042;0;7;37;1797;302;71;0;532;178;0;31;0;46;1;369
RS;NOVA PRATA;13354;0;758;345;2524;898;0;8;34;1821;315;79;0;335;366;0;19;0;16;0;399
RS;NOVA RAMADA;923;0;177;10;318;60;0;0;11;361;11;13;0;18;19;0;1;0;2;0;13
RS;NOVA ROMA DO SUL;1327;0;371;18;399;59;0;1;7;187;20;25;0;33;20;0;1;0;3;0;42
RS;NOVA SANTA RITA;11647;0;1001;691;1314;625;0;14;66;2447;256;55;0;1056;921;0;39;0;80;3;115
RS;NOVO BARREIRO;1639;0;214;48;321;66;0;1;7;606;48;19;0;37;42;0;2;0;0;1;2
RS;NOVO CABRAIS;1245;0;140;25;286;49;0;0;7;476;48;11;0;64;42;0;1;0;3;0;17
RS;NOVO HAMBURGO;114251;0;3338;654;8927;8147;0;143;310;26808;6295;474;0;5491;784;9;275;0;287;27;2778
RS;NOVO MACHADO;1426;0;226;12;297;88;0;0;22;539;40;22;0;31;14;0;1;0;0;1;14
RS;NOVO TIRADENTES;666;0;57;12;127;23;0;0;5;304;22;11;0;5;13;0;0;0;1;0;7
RS;NOVO XINGU;580;0;82;4;107;19;0;0;12;170;28;9;0;5;2;0;0;0;1;0;4
RS;OSORIO;22261;0;998;203;2584;1291;0;25;67;4242;1339;117;1;1721;210;1;70;0;49;8;381
RS;PAIM FILHO;1647;0;167;25;416;90;0;0;6;381;29;29;0;18;45;0;1;0;1;0;17
RS;PALMARES DO SUL;4311;0;225;38;629;228;0;1;20;1083;83;55;0;509;60;2;4;0;9;1;74
RS;PALMEIRA DAS MISSOES;14931;0;1197;412;2770;712;1;3;41;3354;1616;116;0;446;629;1;10;0;6;8;188
RS;PALMITINHO;2968;0;271;61;585;152;0;0;23;1704;206;58;0;74;82;0;1;0;1;1;52
RS;PANAMBI;20785;0;1209;224;3612;1325;1;11;71;4771;841;158;0;748;304;1;27;0;12;6;394
RS;PANTANO GRANDE;3569;0;376;128;606;214;0;4;17;606;55;39;0;222;183;0;8;0;25;3;35
RS;PARAI;3306;0;674;155;1090;242;0;7;16;734;51;22;0;105;145;0;10;0;3;1;90
RS;PARAISO DO SUL;2403;0;129;17;489;102;0;0;6;872;37;27;0;100;16;0;5;0;4;0;17
RS;PARECI NOVO;1984;0;455;58;383;125;0;2;11;480;135;19;0;156;51;0;6;0;12;0;30
RS;PAROBE;22328;0;740;99;2011;1155;1;67;101;6427;1729;231;0;872;85;2;38;0;32;23;206
RS;PASSA SETE;1610;0;120;9;346;53;0;1;3;672;12;36;0;16;10;0;4;0;0;1;22
RS;PASSO DO SOBRADO;2220;0;193;18;455;111;0;0;9;1127;134;64;0;134;21;0;4;0;16;1;19
RS;PASSO FUNDO;89191;0;4018;1336;12051;7073;2;34;306;19585;5057;422;0;2632;1306;7;134;0;38;27;2350
RS;PAULO BENTO;796;0;115;15;232;36;0;0;19;259;30;15;0;14;14;0;1;0;0;0;6
RS;PAVERAMA;3169;0;259;69;387;123;0;3;46;1433;172;54;0;143;73;0;9;0;12;0;22
RS;PEDRAS ALTAS;648;0;48;3;157;46;0;1;14;223;5;8;0;91;5;0;2;0;2;0;8
RS;PEDRO OSORIO;2821;0;153;45;395;145;0;3;16;1058;52;38;0;233;66;1;5;0;2;1;33
RS;PEJUCARA;1657;0;276;25;540;100;0;3;3;382;35;24;0;64;34;0;1;0;0;0;32
RS;PELOTAS;130715;0;5908;2512;14360;8281;2;487;520;46987;6483;1234;2;6991;3481;10;310;1;224;42;2269
RS;PICADA CAFE;2451;0;118;4;313;173;0;2;20;529;92;59;0;167;7;0;5;0;13;0;62
RS;PINHAL;911;0;142;24;224;37;0;0;6;439;47;10;0;20;26;0;0;0;0;0;16
RS;PINHAL DA SERRA;734;0;88;4;193;39;0;0;9;161;3;21;0;23;3;0;1;0;0;0;3
RS;PINHAL GRANDE;1362;0;175;9;445;67;0;1;10;432;21;29;0;58;17;0;0;0;6;2;12
RS;PINHEIRINHO DO VALE;1184;0;81;19;224;51;0;0;11;927;88;26;0;22;19;0;0;0;0;1;15
RS;PINHEIRO MACHADO;4886;0;197;76;898;190;0;6;16;1128;36;64;0;339;90;0;2;0;1;2;38
RS;PINTO BANDEIRA;751;0;232;8;243;71;0;0;11;106;29;8;0;58;5;0;3;0;7;0;32
RS;PIRAPO;742;0;71;8;200;30;0;0;8;442;13;15;0;28;8;0;1;0;0;0;3
RS;PIRATINI;6513;0;368;70;1076;274;0;4;70;2409;92;184;0;270;112;0;1;0;5;0;43
RS;PLANALTO;3941;0;293;61;706;156;0;0;11;1067;112;38;0;76;93;1;3;0;0;0;47
RS;POCO DAS ANTAS;925;0;125;5;204;46;0;1;11;381;38;16;0;43;6;0;3;0;5;0;13
RS;PONTAO;1443;0;210;15;340;89;0;0;13;313;20;50;0;37;22;0;1;0;1;0;10
RS;PONTE PRETA;680;0;98;14;200;31;0;1;11;304;20;9;0;16;12;0;2;0;0;0;7
RS;PORTAO;18692;0;2140;291;1943;1122;1;21;121;3000;488;143;0;1337;322;4;46;0;42;2;292
RS;PORTO ALEGRE;603927;0;15639;2294;48224;56174;22;636;2275;101366;12213;5066;13;19844;2971;30;608;4;1416;159;20608
RS;PORTO LUCENA;1833;0;121;29;329;98;0;0;16;648;46;20;0;69;26;0;1;0;1;0;14
RS;PORTO MAUA;835;0;93;14;210;34;0;0;6;309;27;12;0;46;21;0;1;0;0;0;4
RS;PORTO VERA CRUZ;512;0;23;5;133;26;0;0;5;242;10;10;0;28;10;0;0;0;0;0;5
RS;PORTO XAVIER;3869;0;228;552;803;186;0;3;34;1233;223;59;0;125;534;0;4;0;3;0;67
RS;POUSO NOVO;701;0;53;38;156;26;0;0;9;173;6;10;0;16;43;0;0;0;13;1;7
RS;PRESIDENTE LUCENA;1345;0;214;13;204;105;0;0;10;303;34;21;0;82;13;0;6;0;10;0;17
RS;PROGRESSO;2238;0;138;7;422;90;0;0;26;811;24;36;0;66;2;0;8;0;16;0;25
RS;PROTASIO ALVES;911;0;55;7;225;48;0;1;5;166;13;10;0;21;7;0;0;0;4;0;10
RS;PUTINGA;1807;0;150;8;339;71;0;1;9;630;40;9;0;27;9;0;5;0;3;0;15
RS;QUARAI;15632;0;259;75;2529;871;0;17;51;3214;513;67;0;307;116;0;0;0;8;6;130
RS;QUATRO IRMAOS;573;0;78;6;142;35;0;0;11;132;12;9;0;12;7;0;0;0;0;0;8
RS;QUEVEDOS;896;0;79;5;302;37;0;0;13;405;16;15;0;37;5;0;0;0;1;0;7
RS;QUINZE DE NOVEMBRO;1785;0;282;24;485;95;0;0;38;335;26;34;0;82;27;0;3;0;5;0;17
RS;REDENTORA;1940;0;165;23;338;67;0;1;21;761;47;24;0;24;34;1;0;0;1;0;9
RS;RELVADO;891;0;73;1;165;38;0;1;7;248;31;11;0;18;5;0;3;0;1;0;15
RS;RESTINGA SECA;5776;0;429;80;1138;218;1;6;18;1413;109;67;0;317;95;0;10;0;10;1;59
RS;RIO DOS INDIOS;843;0;120;0;233;23;0;0;9;339;13;33;0;7;0;0;2;0;0;0;6
RS;RIO GRANDE;75512;0;2487;1345;6886;4331;3;293;274;29130;5634;775;1;4215;1858;48;158;3;178;28;878
RS;RIO PARDO;12035;0;584;85;1532;632;0;8;86;4124;558;128;0;552;98;1;12;0;59;2;91
RS;RIOZINHO;1581;0;58;0;247;111;0;8;16;527;108;34;0;36;3;0;1;0;1;0;19
RS;ROCA SALES;3813;0;196;63;459;208;0;7;22;1504;372;46;0;154;60;0;9;0;22;1;63
RS;RODEIO BONITO;3070;0;254;100;605;168;0;1;17;881;141;42;0;95;135;2;3;0;0;0;109
RS;ROLADOR;763;0;97;20;222;32;0;0;8;378;9;6;0;28;16;0;1;0;0;0;7
RS;ROLANTE;8119;0;348;19;1104;518;0;61;33;3276;509;106;0;376;22;0;17;0;11;3;171
RS;RONDA ALTA;3923;0;409;130;932;205;0;0;22;605;70;42;0;121;176;0;4;0;0;0;101
RS;RONDINHA;2141;0;221;27;459;109;0;0;16;394;39;21;0;31;29;0;0;0;0;0;27
RS;ROQUE GONZALES;2292;0;196;131;503;102;0;3;7;991;127;30;0;137;109;0;3;0;1;0;14
RS;ROSARIO DO SUL;12557;0;654;157;2358;703;0;19;69;4393;668;122;0;764;210;4;10;0;8;7;177
RS;SAGRADA FAMILIA;873;0;41;16;116;23;0;0;5;346;24;10;0;19;23;0;1;0;0;0;6
RS;SALDANHA MARINHO;1225;0;200;40;405;68;0;0;9;177;20;9;0;34;53;0;0;0;1;0;15
RS;SALTO DO JACUI;4347;0;245;58;785;225;0;3;24;774;103;46;0;205;73;0;3;0;10;6;38
RS;SALVADOR DAS MISSOES;1208;0;159;59;366;84;0;0;5;485;30;10;0;64;69;0;2;0;0;1;28
RS;SALVADOR DO SUL;3315;0;346;31;517;233;0;1;19;944;112;32;0;134;36;0;4;0;21;0;59
RS;SANANDUVA;8169;0;779;202;2059;566;0;4;30;1834;257;88;0;245;265;0;12;0;5;2;187
RS;SANTA BARBARA DO SUL;3771;0;449;190;1079;279;0;2;23;551;62;35;0;142;292;0;7;0;15;2;77
RS;SANTA CECILIA DO SUL;605;0;103;9;163;30;0;0;4;247;13;18;0;15;6;0;1;0;0;0;8
RS;SANTA CLARA DO SUL;2796;0;140;9;352;224;0;3;33;1055;210;16;0;164;15;0;7;0;12;0;74
RS;SANTA CRUZ DO SUL;59301;0;2490;639;7017;4471;1;84;194;16217;5167;708;0;3205;905;13;129;0;151;14;1549
RS;SANTA MARGARIDA DO SUL;601;0;79;17;162;24;0;1;7;187;5;19;0;32;16;1;0;0;0;0;5
RS;SANTA MARIA;104968;0;4057;883;14506;8009;4;135;458;27106;5743;1010;1;5505;1164;13;132;1;234;68;2281
RS;SANTA MARIA DO HERVAL;2906;0;296;19;371;232;0;1;28;658;70;61;0;148;18;0;6;0;12;0;64
RS;SANTA ROSA;35028;0;2013;579;5503;2694;0;28;120;9695;2886;224;0;1646;744;5;44;0;20;2;742
RS;SANTA TEREZA;615;0;121;0;132;36;0;0;8;89;34;4;0;16;0;0;2;0;1;0;8
RS;SANTA VITORIA DO PALMAR;13651;0;757;253;2005;756;1;39;38;4623;1188;96;0;1206;356;1;19;0;14;2;359
RS;SANTANA DA BOA VISTA;3215;0;153;6;585;102;0;1;29;1215;50;65;0;115;15;0;0;0;1;0;13
RS;SANTANA DO LIVRAMENTO;45492;0;1036;421;6412;2837;1;150;158;14352;1680;265;0;1403;580;0;41;0;24;11;486
RS;SANTIAGO;19220;0;1167;215;4757;1209;0;112;140;5617;944;119;0;1014;300;3;20;0;41;5;303
RS;SANTO ANGELO;31829;0;1502;316;4655;2124;0;40;125;9830;2643;134;0;1360;409;5;33;0;12;8;639
RS;SANTO ANTONIO DA PATRULHA;18421;0;1049;197;2487;841;0;23;88;5005;1033;207;0;1026;206;0;37;0;73;1;211
RS;SANTO ANTONIO DAS MISSOES;3761;0;313;59;850;130;0;5;68;1198;67;54;0;150;77;1;5;0;6;1;27
RS;SANTO ANTONIO DO PALMA;922;0;87;1;215;41;0;0;5;195;7;12;0;10;1;0;0;0;1;0;13
RS;SANTO ANTONIO DO PLANALTO;995;0;122;32;235;43;0;0;6;299;22;10;0;39;14;0;2;0;0;0;9
RS;SANTO AUGUSTO;6303;0;611;131;1443;313;0;9;51;1170;165;38;0;164;169;0;7;0;2;1;108
RS;SANTO CRISTO;7089;0;702;104;1412;507;0;3;26;2514;266;59;0;276;116;0;9;0;3;4;122
RS;SANTO EXPEDITO DO SUL;1043;0;116;7;286;64;0;0;4;427;16;13;0;15;16;0;2;0;0;0;10
RS;SAO BORJA;21576;0;1459;597;4326;1108;0;31;97;6883;1409;120;0;964;464;5;13;0;21;8;270
RS;SAO DOMINGOS DO SUL;1418;0;137;29;346;76;0;4;8;314;6;15;0;28;40;1;2;0;0;0;19
RS;SAO FRANCISCO DE ASSIS;6430;0;429;109;1472;249;1;6;47;1503;55;136;0;405;151;0;2;0;3;0;51
RS;SAO FRANCISCO DE PAULA;8432;0;735;112;1472;553;0;3;67;1304;82;121;0;467;141;0;16;0;7;2;132
RS;SAO GABRIEL;19591;0;1004;246;3678;1213;1;59;69;5950;1222;164;0;924;349;4;8;0;25;11;289
RS;SAO JERONIMO;7411;0;350;26;719;437;0;7;40;1748;155;131;0;376;40;0;21;0;20;1;92
RS;SAO JOAO DA URTIGA;1999;0;194;38;506;89;1;0;9;692;48;23;0;28;45;0;1;0;1;0;12
RS;SAO JOAO DO POLESINE;1077;0;106;14;335;56;0;3;5;225;24;7;0;53;19;0;4;0;12;0;26
RS;SAO JORGE;1141;0;166;16;424;84;0;0;7;254;22;18;0;41;24;0;2;0;1;0;30
RS;SAO JOSE DAS MISSOES;858;0;61;4;157;29;0;0;4;335;14;9;0;11;6;0;0;0;0;0;6
RS;SAO JOSE DO HERVAL;823;0;75;57;150;29;0;0;5;140;7;14;0;13;91;0;3;0;7;0;9
RS;SAO JOSE DO HORTENCIO;2063;0;228;24;320;110;0;0;13;520;42;36;0;130;20;0;7;0;19;0;21
RS;SAO JOSE DO INHACORA;900;0;86;22;171;57;0;0;8;460;68;13;0;26;30;0;4;0;1;0;16
RS;SAO JOSE DO NORTE;6925;0;528;53;1045;418;0;40;25;3109;260;177;0;494;69;4;13;0;3;5;85
RS;SAO JOSE DO OURO;3387;0;437;239;957;173;0;2;12;511;61;46;0;123;367;0;4;0;2;0;57
RS;SAO JOSE DO SUL;941;0;179;5;175;60;0;0;11;335;51;17;0;91;7;0;2;0;12;0;7
RS;SAO JOSE DOS AUSENTES;902;0;155;8;333;55;0;0;13;151;5;33;0;28;12;0;2;0;5;0;14
RS;SAO LEOPOLDO;86480;0;3929;1844;6780;5476;0;125;308;20185;4397;403;1;4902;976;6;141;0;220;16;1411
RS;SAO LOURENCO DO SUL;16433;0;1202;345;2378;874;0;23;65;6363;551;192;0;786;374;6;22;0;25;4;125
RS;SAO LUIZ GONZAGA;13569;0;821;374;2891;732;0;11;97;4475;1050;108;0;668;415;2;10;0;6;0;190
RS;SAO MARCOS;10724;0;886;830;2180;743;3;16;37;1812;516;139;0;448;1155;0;16;1;14;4;234
RS;SAO MARTINHO;2545;0;309;91;516;158;0;1;7;873;106;23;0;74;103;2;2;0;2;0;44
RS;SAO MARTINHO DA SERRA;949;0;82;20;254;44;0;0;8;412;11;11;0;28;43;0;3;0;1;0;8
RS;SAO MIGUEL DAS MISSOES;3070;0;368;95;792;160;0;0;29;1015;54;53;0;183;127;0;9;0;2;1;42
RS;SAO NICOLAU;1689;0;99;7;358;69;0;1;13;596;31;18;0;56;6;0;1;0;1;0;16
RS;SAO PAULO DAS MISSOES;2300;0;159;43;399;159;0;0;9;1054;61;35;0;57;34;0;2;0;2;1;25
RS;SAO PEDRO DA SERRA;1791;0;117;17;316;86;0;2;12;465;87;19;0;100;18;0;0;0;7;0;18
RS;SAO PEDRO DAS MISSOES;675;0;50;3;164;15;0;0;5;269;22;8;0;10;7;0;0;0;0;0;2
RS;SAO PEDRO DO BUTIA;1351;0;173;49;278;76;0;1;5;483;57;19;0;69;53;0;3;0;2;0;15
RS;SAO PEDRO DO SUL;6423;0;413;73;1354;321;0;6;62;1655;185;62;0;350;97;1;16;0;7;2;50
RS;SAO SEBASTIAO DO CAI;10496;0;821;208;1124;608;0;10;51;1923;360;57;0;720;238;1;24;0;32;1;161
RS;SAO SEPE;8710;0;566;271;1671;395;0;34;64;2114;244;130;0;495;327;1;14;0;15;3;61
RS;SAO VALENTIM;1415;0;99;23;331;55;0;0;15;244;11;17;0;27;21;0;2;0;0;0;17
RS;SAO VALENTIM DO SUL;1072;0;94;5;240;58;0;0;10;208;15;14;0;38;5;0;1;0;6;0;13
RS;SAO VALERIO DO SUL;586;0;57;4;102;31;0;0;2;141;5;9;0;9;5;0;0;0;0;0;1
RS;SAO VENDELINO;1131;0;82;18;228;91;0;0;15;274;36;25;0;59;17;0;2;0;6;0;32
RS;SAO VICENTE DO SUL;2924;0;183;58;650;140;0;8;10;825;129;60;0;245;72;1;1;0;4;2;24
RS;SAPIRANGA;33456;0;1069;85;2683;2131;3;101;104;9810;2950;201;0;1469;86;7;66;0;49;13;537
RS;SAPUCAIA DO SUL;60368;0;1772;586;3655;3249;0;205;160;13965;2488;157;0;3520;625;0;55;1;69;2;403
RS;SARANDI;10008;0;728;254;1826;643;0;2;33;1796;308;85;0;337;340;0;21;0;8;4;200
RS;SEBERI;4968;0;442;129;937;214;0;1;14;1843;287;77;0;172;213;1;6;0;1;0;85
RS;SEDE NOVA;1043;0;140;23;218;55;0;0;11;433;44;12;0;13;43;0;0;0;2;0;17
RS;SEGREDO;2280;0;241;11;463;84;0;1;7;1121;48;56;0;43;14;0;2;0;0;0;21
RS;SELBACH;2581;0;393;46;753;201;0;1;18;446;49;28;0;142;74;0;3;0;2;0;38
RS;SENADOR SALGADO FILHO;1165;0;208;12;301;67;0;1;8;360;17;13;0;26;11;0;2;0;0;0;10
RS;SENTINELA DO SUL;1766;0;219;32;334;53;0;0;7;1095;88;18;0;107;37;0;1;0;30;0;2
RS;SERAFINA CORREA;7812;0;482;258;1409;447;0;5;45;1106;213;105;0;188;274;0;8;0;1;1;214
RS;SERIO;763;0;73;1;129;27;0;0;3;330;17;6;0;22;0;0;0;0;17;0;7
RS;SERTAO;2943;0;332;101;705;163;0;0;21;574;44;45;0;64;111;0;8;0;0;0;43
RS;SERTAO SANTANA;2514;0;189;40;407;101;0;1;3;1239;40;24;0;118;50;0;1;0;11;0;19
RS;SETE DE SETEMBRO;664;0;145;16;194;22;0;0;4;257;14;13;0;13;21;0;1;0;1;0;3
RS;SEVERIANO DE ALMEIDA;1589;0;139;40;425;65;0;0;14;504;25;18;0;23;31;0;5;0;0;0;20
RS;SILVEIRA MARTINS;877;0;145;43;273;45;0;0;2;242;23;10;0;54;78;0;0;0;5;0;10
RS;SINIMBU;2792;0;155;4;341;115;0;2;5;1547;80;9;0;64;7;0;1;0;12;1;18
RS;SOBRADINHO;5892;0;357;86;1020;330;0;7;25;1322;121;70;0;220;94;1;5;0;6;0;138
RS;SOLEDADE;12796;0;761;218;2375;806;0;5;59;2102;306;164;0;361;288;7;30;0;15;2;245
RS;TABAI;2125;0;226;27;281;83;0;0;20;691;76;20;0;149;16;0;8;0;11;1;13
RS;TAPEJARA;10920;0;948;183;2343;792;1;3;46;2670;800;136;0;287;299;0;17;0;7;3;297
RS;TAPERA;4343;0;478;106;1062;335;0;5;28;934;187;41;0;220;130;0;8;0;2;0;94
RS;TAPES;5798;0;313;79;701;230;0;8;33;1575;337;41;0;304;78;5;12;0;22;3;101
RS;TAQUARA;23435;0;1008;71;2393;1555;1;55;66;6515;1350;273;1;1249;70;1;45;0;65;4;467
RS;TAQUARI;10707;0;491;133;1221;527;1;21;49;4067;1584;148;0;703;187;3;36;0;35;8;84
RS;TAQUARUCU DO SUL;1175;0;107;24;272;61;0;0;6;553;89;13;0;30;40;0;1;0;0;0;20
